"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Isaac Gambrelli","1990","['Reparto', 'Reparto']","['Killer Charm', 'Blood Relations', 'The Strange Life of Dame Paula Wilhelm']","NULL","tt10326920"
"Stephen Starnes","NULL","['Reparto', 'Reparto']","['Blood Relations', 'Killer Charm', 'The Strange Life of Dame Paula Wilhelm']","NULL","tt10326920"
"Hailey Carter","NULL","['Reparto', 'Guion', 'Dirección de fotografía y cámara']","['The Wicked Shamrocks', 'Plan 9', 'Deadlines']","NULL","tt10326920"
"Joy Davis","NULL","['Reparto', 'Reparto']","['The Strange Life of Dame Paula Wilhelm']","NULL","tt10326920"
"Daniel Auteuil","1950","['Reparto', 'Dirección', 'Guion']","['Caché (Escondido', 'El manantial de las colinas', 'La fille du puisatier']","['BAFTA Awards 1988 Ganador BAFTA Film Award Best Actor in a Supporting Role El manantial de las colinas', 'British Independent Film Awards 1999 Nominado British Independent Film Award Best Actor Inocencia robada', 'Cannes Film Festival 1996 Ganador Best Actor El octavo día Compartido con: Pascal Duquenne', 'César Awards, France 2020 Nominado César Best Actor (Meilleur acteur) La belle époque 2018 Nominado César Best Actor (Meilleur acteur) Una razón brillante 2005 Nominado César Best Actor (Meilleur acteur) Asuntos pendientes 2004 Nominado César Best Actor (Meilleur acteur) Usted primero 2003 Nominado César Best Actor (Meilleur acteur) El adversario 9 más', 'David di Donatello Awards 1993 Ganador David Best Foreign Actor (Migliore Attore Straniero) Un corazón en invierno']","tt1946298"
"Mathieu Kassovitz","1967","['Reparto', 'Dirección', 'Guion']","['Amelie', 'El odio', 'El quinto elemento']","[""Cannes Film Festival 1997 Nominado Palme d'Or Asesino(s) 1995 Ganador Best Director El odio 1995 Nominado Palme d'Or El odio 1991 Ganador Perspectives du Cinéma Award Cauchemar blanc"", ""César Awards, France 2012 Nominado César Best Adapted Screenplay (Meilleure adaptation) L'ordre et la morale Compartido con: Pierre Geller · Benoit Jaubert 2003 Nominado César Best Actor (Meilleur acteur) Amén. 2001 Nominado César Best Director (Meilleur réalisateur) Los ríos de color púrpura 1996 Nominado César Best Director (Meilleur réalisateur) El odio 1996 Ganador César Best Film (Meilleur film) El odio 5 más"", 'Chicago International Film Festival 1992 Ganador Certificate of Merit Best Short Film Cauchemar blanc 1992 Nominado Gold Hugo Best Short Film Assassins...', 'European Film Awards 1995 Ganador European Film Award Young European Film of the Year El odio', 'Locarno International Film Festival 2017 Ganador Excellence Award']","tt1946298"
"Olivier Gourmet","1963","['Reparto', 'Reparto']","['El hijo', 'El ejercicio del poder', 'Mesrine: Parte 2']","['Cannes Film Festival 2002 Ganador Best Actor El hijo', 'César Awards, France 2014 Nominado César Best Supporting Actor (Meilleur acteur dans un second rôle) Grand Central 2012 Nominado César Best Actor (Meilleur acteur) El ejercicio del poder', ""European Film Awards 2002 Nominado European Film Award European Actor El hijo 2002 Nominado EFA People's Choice Award Best European Actor El hijo"", 'Genie Awards 2007 Nominado Genie Best Performance by an Actor in a Leading Role Congorama', 'Jutra Awards 2007 Ganador Jutra Best Actor (Meilleur Acteur) Congorama Compartido con: Paul Ahmarani']","tt1946298"
"Francis Renaud","1967","['Reparto', 'Dirección', 'Guion']","['Over iode', 'Première ligne y Police district']","NULL","tt1946298"
"Nicolas Briançon","1962","['Reparto', 'Equipos adicionales', 'Reparto']","['Espiral', 'Maison close', 'Le grand Charles']","NULL","tt1946298"
"Jérôme Pouly","NULL","['Reparto', 'Reparto']","['Toutouyoutou', 'El francotirador', ""L'école des maris""]","NULL","tt1946298"
"Violante Placido","1976","['Reparto', 'Composición', 'Reparto']","['El americano', 'Ghost Rider: Espíritu de venganza', 'Lezioni di cioccolato']","['David di Donatello Awards 2004 Nominado David Best Actress (Migliore Attrice Protagonista) Che ne sarà di noi', 'Italian National Syndicate of Film Journalists 2013 Nominado Silver Ribbon Best Song (Migliore Canzone) Evil Things For the song ""Hey Sister"". 2004 Nominado Silver Ribbon Best Actress (Migliore Attrice Protagonista) Ora o mai più 2003 Nominado Silver Ribbon Best Actress (Migliore Attrice Protagonista) L\'anima gemella Compartido con: Valentina Cervi', ""Venice Film Festival 2002 Ganador Wella Prize L'anima gemella Compartido con: Valentina Cervi"", 'Monte-Carlo Comedy Film Festival 2007 Ganador Jury Prize Best Actress Lezioni di cioccolato', 'Golden Globes, Italy 2007 Nominado Golden Globe Best Actress (Migliore Attrice) La cena per farli conoscere']","tt1946298"
"Luca Argentero","1978","['Reparto', 'Producción', 'Equipos adicionales']","['Come Reza Ama', 'Il permesso - 48 ore fuori', 'Lezioni di cioccolato']","['David di Donatello Awards 2009 Nominado David Best Actor (Migliore Attore Protagonista) Diverso da chi?', 'Italian National Syndicate of Film Journalists 2020 Nominado Silver Ribbon Best Actor in a Comedy (Migliore Attore in un Film Commedia) Brave ragazze 2017 Nominado Silver Ribbon Best Supporting Actor (Migliore Attore Non Protagonista) Il permesso - 48 ore fuori Compartido con: Claudio Amendola 2017 Ganador Persol Award Il permesso - 48 ore fuori Compartido con: Claudio Amendola 2008 Ganador Guglielmo Biraghi Award Lezioni di cioccolato', 'Monte-Carlo TV Festival 2012 Nominado Golden Nymph Outstanding Actor in a Mini-Series Tiberio Mitri: Il campione e la miss', 'Golden Graals 2011 Nominado Golden Graal Best Comedic Actor (Migliore Attore di Commedia) La donna della mia vita 2010 Ganador Golden Graal Best Comedic Actor (Migliore Attore di Commedia) Oggi sposiDiverso da chi? Compartido con: Filippo Nigro 2009 Ganador Golden Graal Best Comedic Actor (Migliore Attore di Commedia) Solo un padre 2008 Nominado Golden Graal Best Comedic Actor (Migliore Attore di Commedia) Lezioni di cioccolato', 'Kineo Awards, Italy 2008 Nominado Kineo Award Best Actor (Migliore Attore Protagonista) Lezioni di cioccolato 2007 Ganador Kineo Award Best Supporting Actor (Migliore Attore Non Protagonista) No basta una vida']","tt1946298"
"Arly Jover","NULL","['Reparto', 'Producción', 'Guion']","['Axolotl Overkill', 'Masaryk', 'Millennium: Los hombres que no amaban a las mujeres']","NULL","tt1946298"
"Guilherme Chelucci","NULL","['Reparto', 'Reparto']","['su papel en Haja Coração', 'Marcas da Vida', 'Sede de Furia']","NULL","tt10065228"
"Fabrizio Gifuni","1966","['Reparto', 'Guion', 'Producción']","['El capital humano', 'Piazza Fontana: La conspiración italiana', 'Hannibal']","['Berlin International Film Festival 2002 Ganador EFP Shooting Star Italy.', 'David di Donatello Awards 2023 Ganador David Best Actor (Migliore Attore Protagonista) Exterior noche 2014 Ganador David Best Supporting Actor (Migliore Attore non Protagonista) El capital humano 2012 Nominado David Best Supporting Actor (Migliore Attore non Protagonista) Piazza Fontana: La conspiración italiana 2008 Nominado David Best Supporting Actor (Migliore Attore non Protagonista) No mires atrás 2004 Nominado David Best Supporting Actor (Migliore Attore non Protagonista) La mejor juventud 1 más', 'Giffoni Film Festival 2012 Ganador Giffoni Award', ""Italian National Syndicate of Film Journalists 2023 Ganador Nastri d'Argento Grandi Serie Best Actor (Miglior Attore Protagonista) Exterior noche 2021 Nominado Silver Ribbon Best Actor (Migliore Attore Protagonista) La bestia 2021 Nominado Silver Ribbon Best Supporting Actor (Migliore Attore Non Protagonista) Lei mi parla ancora 2014 Ganador Silver Ribbon Best Actor (Migliore Attore Protagonista) El capital humano Compartido con: Fabrizio Bentivoglio 2012 Nominado Silver Ribbon Best Supporting Actor (Migliore Attore Non Protagonista) Piazza Fontana: La conspiración italiana 2 más"", ""Monte-Carlo TV Festival 2019 Nominado Golden Nymph Outstanding Actor in a Long Fiction Program Antes de que anochezca 2010 Ganador Golden Nymph Outstanding Actor in a Mini-Series C'era una volta la città dei matti...""]","tt11499506"
"Lino Musella","1980","['Reparto', 'Reparto']","['Fue la mano de Dios', 'Ferrari', 'Queridos vecinos']","NULL","tt11499506"
"Monica Piseddu","NULL","['Reparto', 'Reparto']","['su papel en La gran belleza', 'La bestia', ""L'anno prossimo""]","NULL","tt11499506"
"Andrea Pennacchi","NULL","['Reparto', 'Reparto']","['su papel en Todos quieren salvarse', 'Suburra', 'La bestia']","NULL","tt11499506"
"Emanuele Linfatti","NULL","['Reparto', 'Reparto']","['su papel en Margini', 'La bestia', 'Diabolik chi sei?']","NULL","tt11499506"
"Nicolò Galasso","1998","['Reparto', 'Reparto']","['La bestia', ""La notte più lunga dell'anno"", 'Piove']","NULL","tt11499506"
"Giacomo Colavito","NULL","['Reparto', 'Casting', 'Reparto']","['su papel en La bestia', 'Nuovo Olimpo', 'Ripley']","NULL","tt11499506"
"Giada Gagliardi","NULL","['Reparto', 'Reparto']","['su papel en La bestia', 'Luna Nera']","NULL","tt11499506"
"Gianmarco Vettori","NULL","['Reparto', 'Reparto']","['su papel en Bandoleros', 'M']","NULL","tt11499506"
"Haley Camp","NULL","['Reparto', 'Reparto']","['su papel en Sound Mind: No Longer Home']","NULL","tt11772858"
"Mary Camp","NULL","['Reparto', 'Maquillaje', 'Reparto']","['su papel en Sound Mind: No Longer Home', 'The Shades']","NULL","tt11772858"
"Elsie Alexander-Parris","NULL","['Reparto', 'Reparto']","['su papel en Mirror Mirror']","NULL","tt10068922"
"Ste Bergin","1997","['Reparto', 'Producción', 'Dirección']","['A Manchester Story', 'Anne Droid y Revolution C']","NULL","tt10068922"
"Daniel Brindley","NULL","['Reparto', 'Producción', 'Reparto']","['su papel en Butterfly, Lost', 'Seen (Proof of Concept', 'Intervention Snacks']","NULL","tt10068922"
"Hannah Collins","NULL","['Reparto', 'Reparto']","['su papel en Mirror Mirror', 'One Day Like This']","NULL","tt10068922"
"Adam Rodness","1983","['Reparto', 'Producción', 'Guion']","['Faking a Murderer', 'Vandits', 'Hemlock Grove']","[""Toronto Independent Film Festival, CA 2016 Ganador Festival Director's Award Best Horror Feature The Haunted House on Kirby Road"", 'Cult Critic Movie Awards 2020 Ganador CCMA Award Cult Film / Underground Film / Exploitation Movie / Midnight Film / Para Cinema Faking a Murderer Compartido con: Stuart Stone 2020 Ganador CCMA Award Cult Film / Underground Film / Exploitation Movie / Midnight Film / Para Cinema Faking a Murderer Compartido con: Stuart Stone 2020 Nominado Jean-Luc Godard Award TCCC: CULT FILM / UNDERGROUND FILM / EXPLOITATION MOVIE / MIDNIGHT FILM / PARA CINEMA Faking a Murderer Compartido con: Stuart Stone', 'Montreal Independent Film Festival 2022 Ganador Best Comedy Feature Film Vandits Compartido con: Stuart Stone', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt10612478"
"Stuart Stone","1980","['Reparto', 'Guion', 'Producción']","['Donnie Darko', 'Vandits', 'Faking a Murderer']","NULL","tt10612478"
"Josh Cruddas","NULL","['Reparto', 'Composición', 'Música']","['Resident Evil: Bienvenidos a Raccoon City', 'Polar', 'Todo por Jackson']","['ACTRA Awards 2023 Nominado ACTRA Toronto Award Outstanding Performance - Gender Non-Conforming or Male Voice Doomlands Episode: Imaginary Friends 2013 Nominado ACTRA Maritimes Award Outstanding Performance - Male Copperhead', 'Accolade Competition 2015 Ganador Award of Excellence Original Score Madness Compartido con: Sarah Ann Chisholm · Murry Yates 2015 Ganador Award of Excellence Original Score Madness', 'Maverick Movie Awards 2015 Nominado Maverick Movie Award Best Original Score: Short Madness Compartido con: Murry Yates · Sarah Ann Chisholm', 'Global Music Awards (GMA) 2015 Ganador Bronze Medal Original Score/Soundtrack Madness Compartido con: Murry Yates · Sarah Ann Chisholm', 'International Independent Film Awards 2015 Ganador Platinum Award Best Original Score Madness Compartido con: Sarah Ann Chisholm · Murry Yates']","tt10612478"
"Phillip Jarrett","1959","['Reparto', 'Banda sonora', 'Reparto']","['El día de mañana', 'El lado siniestro de la luna', 'Herida abierta']","NULL","tt10612478"
"Bill MacDonald","NULL","['Reparto', 'Reparto']","['su papel en Una historia de violencia', 'Memoria letal', 'El callejón de las almas perdidas']","NULL","tt10612478"
"Jordan Wilson","NULL","['Reparto', 'Dirección', 'Producción']","['su papel en The Teleporter', 'World', 'Wild Card']","NULL","tt13875862"
"Jords V","NULL","['Reparto', 'Reparto']","['su papel en Wild Card', 'Supercell', 'Glow Gun']","NULL","tt13875862"
"Jordz Five","NULL","['Reparto', 'Reparto']","['su papel en Wild Card']","NULL","tt13875862"
"Walson Jordan","NULL","['Reparto', 'Reparto']","['su papel en Wild Card', ""Shiloh's Life""]","NULL","tt13875862"
"Wilson Jordan","NULL","['Reparto', 'Reparto']","['su papel en The Teleporter', 'Wild Card', ""I'm A Monster""]","NULL","tt13875862"
"Walso Jordo","NULL","['Reparto', 'Guion', 'Dirección de fotografía y cámara']","['su papel en World: The Search', 'The Teleporter', 'World']","NULL","tt13875862"
"Walson Jordo","NULL","['Reparto', 'Reparto']","['su papel en Wild Card', 'Supercell', ""I'm A Monster""]","NULL","tt13875862"
"Jords Extra Two","NULL","['Reparto', 'Reparto']","['su papel en Wild Card']","NULL","tt13875862"
"Anders Baasmo","1976","['Reparto', 'Reparto']","['Kon-Tiki', 'Welcome to Norway!', 'Uno tras otro']","['Berlin International Film Festival 2010 Ganador EFP Shooting Star Norway.', 'Monte-Carlo TV Festival 2019 Nominado Golden Nymph Outstanding Actor - Comedy Series En natt', 'Amanda Awards, Norway 2017 Nominado Amanda Best Actor (Årets mannlige skuespiller) Hoggeren 2017 Nominado Amanda Best Supporting Actor (Årets mannlige birolle) La decisión del rey 2016 Ganador Amanda Best Actor (Årets mannlige skuespiller) Welcome to Norway! 2015 Nominado Amanda Best Supporting Actor (Årets mannlige birolle) Capitán Diente de Sable y el tesoro de Lama Rama 2004 Ganador Amanda Best Actor (Årets mannlige skuespiller) Buddy', 'Kosmorama, Trondheim Internasjonale Filmfestival 2013 Nominado Kanonprisen Best Supporting Actor Fuck Up 2010 Ganador Kanonprisen Best Male Actor in a Leading Role North', 'Gullruten 2024 Ganador Gullruten Best Actor / Actress in a Supporting Role - Drama Makta 2018 Nominado Gullruten Best Actor En natt 2016 Nominado Gullruten Best Actor Dag']","tt3102440"
"Ida Husøy","NULL","['Reparto', 'Reparto']","['su papel en Borning: A todo gas', 'Børning: Más rápido, más peligroso', 'Borning: Asfalto en llamas']","NULL","tt3102440"
"Sven Nordin","1957","['Reparto', 'Banda sonora', 'Reparto']","['Borning: A todo gas', 'Sønner av Norge', 'Shackleton: La odisea del Antártico']","['Amanda Awards, Norway 2012 Nominado Amanda Best Actor (Årets mannlige skuespiller) Sønner av Norge 2006 Nominado Amanda Best Supporting Actor/Actress (Årets birolle) Elsk meg i morgen', 'Tallinn Black Nights Film Festival 2011 Ganador Jury Prize Best Actor Sønner av Norge', 'Kosmorama, Trondheim Internasjonale Filmfestival 2012 Ganador Kanonprisen Best Supporting Actor Sønner av Norge Tied with Hans Olav Brenner for Oslo, 31. august.', 'Gullruten 2021 Ganador Gullruten Best Actor / Actress in a Supporting Role Rådebank', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt3102440"
"Otto Jespersen","1954","['Reparto', 'Guion', 'Reparto']","['Trollhunter', 'Borning: A todo gas', 'Nattskiftet']","NULL","tt3102440"
"Jenny Skavlan","1986","['Reparto', 'Guion', 'Reparto']","['Zombis nazis', 'Borning: A todo gas', 'Børning: Más rápido, más peligroso']","NULL","tt3102440"
"Henrik Mestad","1964","['Reparto', 'Dirección', 'Guion']","['Borning: A todo gas', 'Hijos', 'Occupied']","['Amanda Awards, Norway 2015 Ganador Amanda Best Supporting Actor (Årets mannlige birolle) Borning: A todo gas 2007 Ganador Amanda Best Supporting Actor/Actress (Årets birolle) Hijos', 'Kosmorama, Trondheim Internasjonale Filmfestival 2007 Ganador Kanonprisen Best Supporting Actor Hijos', 'Gullruten 2024 Nominado Gullruten Best Actor / Actress - Comedy Dummedag 2021 Nominado Gullruten Best Actor / Actress in a Supporting Role Hvite gutter', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt3102440"
"Trond Halbo","1977","['Reparto', 'Reparto']","['Hotel Cæsar', 'Mammon', 'Borning: A todo gas']","NULL","tt3102440"
"Oskar Sandven Lundevold","NULL","['Reparto', 'Reparto']","['su papel en Halvbroren', 'De fredløse', 'Borning: A todo gas']","NULL","tt3102440"
"Camilla Frey","NULL","['Reparto', 'Reparto']","['su papel en Ammo', 'Livstid', 'Valkyrien (Serie de TV']","NULL","tt3102440"
"Danice Cabanela","NULL","['Reparto', 'Producción', 'Guion']","['su papel en Frasier', 'Queridos blancos', 'Animaladas']","NULL","tt10990902"
"Janet Demeter","NULL","['Reparto', 'Reparto']","['su papel en About a Boy', 'The Pink Lotus', 'Come Dawn']","NULL","tt10990902"
"Angie Téodora Dick","NULL","['Reparto', 'Guion', 'Producción']","['Framed by My Sister', 'Chronicles of Jessica Wu', 'Morir de pie']","NULL","tt10990902"
"Chris Wolfe","1990","['Reparto', 'Reparto']","['Hideout', 'Where Are You, Bobby Browning?', 'One Penny']","['Tabloid Witch Awards 2021 Ganador Tabloid Witch Award Best Dramactic Actor Hideout', 'BloodGuts UK Horror Awards 2022 Nominado BloodGuts UK Horror Award Best Actor/Actress in an Independent Feature Hideout', 'FirstGlance Film Festival, Philadelphia 2021 Nominado Best Actor Best Actor, Feature Hideout 2021 Ganador Best Ensemble Cast Best Ensemble Cast, Feature Hideout Compartido con: Kris Roselli · Katie Lyons · Bryan Enright · Janice LaFlam · Audrey Kovár · Mark A. Baum · Tierney Boorboor ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt12060242"
"Bradford Haynes","1981","['Reparto', 'Producción', 'Guion']","['Un paraíso peligroso', 'War of the Worlds: Annihilation', 'Best Summer Ever']","['International Christian Film Festival 2024 Nominado Best Actor Best Actor Undefiled', 'The Monthly Film Festival (TMFF) 2018 Ganador March Award Trailer of the Month Blue Lines', 'Global Film Festival Awards 2018 Ganador Honorable Mention Honorable Mention Blue Lines Compartido con: Terrell Pinckney', 'Silver State Film Festival 2021 Ganador Grand Prize Best Narrative Feature Reversal Compartido con: Jack Skyyler · Alex Zinzopoulos · Gini Graham Scott · Peter Anderson · Kaye L. Morris · Xavier Avila · · · · · · · · ·', 'Vegas Cine Fest 2021 Ganador Festival Award Best Feature Reversal Compartido con: Gini Graham Scott · Rodrick Rip Jones · Jack Skyyler · Alex Zinzopoulos · Anthony W. Preston · · · ·']","tt12060242"
"Jessica Jones","NULL","['Reparto', 'Reparto']","NULL","NULL","tt12060242"
"Robert Crayton","NULL","['Reparto', 'Sonido', 'Equipo ejecutivo']","['Ant-Man', 'All Beef y Life of a Struggling Actor']","[""North Carolina Film Awards 2016 Nominado President's Award Best Film No Child Compartido con: Rob Underhill · Aravind Ragupathi · Will Williams · Allen Gies · Steven Grove · Timmy Richardson · · ·"", 'Global Shorts, Los Angeles 2021 Ganador Special Mention Short Film All Beef Compartido con: Marki Henderson · Jason Louder · Jeff Kidd · Justin McFadden · Eric Person · Heather Elaine · · · · · · · · · · 2021 Nominado Global Shorts Award Best Short Film All Beef Compartido con: Marki Henderson · Emanuel Alexander · Jason Louder · Eric Person · Heather Elaine · Gabrielle Henderson · · · · · · · · · ·', 'Lancaster International Short Film Festival 2015 Nominado Best of Festival Best Short No Child Compartido con: Rob Underhill · Aravind Ragupathi · Will Williams · Allen Gies · Steven Grove · Timmy Richardson · · ·', 'Charlotte Black Film Festival 2014 Nominado Best Feature Film Life of a Struggling Actor Compartido con: Gabrielle Henderson · Marki Henderson · Elving Almeida · Kimberly Bowen · Latherio Boyd · Kendrich Daniels · · · · · · · · · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt12060242"
"Jeremy Carr","NULL","['Reparto', 'Dirección', 'Guion']","['su papel en Fly Me to the Moon', 'Nightmare Pageant Moms', 'No Vacancy']","['Best Shorts Competition 2021 Ganador Award of Merit Best Leading Actor Moments 2021 Ganador Award of Merit Film Short Moments', 'Top Indie Film Awards 2021 Ganador Spring Award Best Writing Moments 2021 Nominado Spring Award Best Short Moments 2021 Nominado Spring Award Best Actor Moments', 'Direct Monthly Online Film Festival 2024 Ganador February Award Best Film of the Month The Callback Compartido con: Art Parsells 2022 Ganador December Award Best Music Video Christmas Without You 2021 Ganador October Award Best Jury Choice Award Hello Mattress', 'Frostbite International Film Festival 2021 Ganador April Award Best Narrative Short Moments', 'AltFF Alternative Film Festival 2022 Nominado Winter Award Best Horror North America Buy Yourself for Christmas 2022 Nominado Winter Award Best Drama The Rush Call Compartido con: Trey Riley · Jennifer G. Taylor 2022 Nominado Winter Award Best Actor The Rush Call 2021 Ganador Summer Award Best Drama North America Moments 2021 Ganador Summer Award Best Edit The Deal']","tt12060242"
"Carson Lee Bradshaw","NULL","['Reparto', 'Guion', 'Producción']","NULL","NULL","tt12060242"
"Brigham McNeely","NULL","['Reparto', 'Dirección', 'Producción']","['su papel en Women of the Movement (Serie de TV', 'Metamorphosis', 'Airborne']","NULL","tt12060242"
"Marcus Nelson","NULL","['Reparto', 'Reparto']","['su papel en Blue Beetle', 'An Awful Thing Has Gone and Happened', 'Homicide Hunter: Lt']","NULL","tt12060242"
"Dillon Mann","NULL","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Especialistas']","['su papel en The Holy Heist', 'Fuego abierto', 'Mujeres asesinas']","NULL","tt12060242"
"Bobby D'Buze","NULL","['Producción', 'Dirección', 'Guion']","NULL","NULL","tt13563144"
"Iedil Dzuhrie Alaudin","NULL","['Reparto', 'Banda sonora', 'Reparto']","['su papel en J Revolusi', 'The Assistant', 'Kabut Berduri']","NULL","tt16997558"
"Hairul Azreen","1988","['Reparto', 'Producción', 'Dirección']","['All Because of You', 'Ada Hantu 2', 'Ada Hantu']","NULL","tt16997558"
"Henley Hii","NULL","['Reparto', 'Reparto']","['su papel en Legasi: Bomba the Movie', 'Kepong Gangster 2', 'The Cage']","NULL","tt16997558"
"Farali Khan","NULL","['Reparto', 'Reparto']","['su papel en Polis Evo 3', 'VII XII', 'War on Terror: KL Anarki']","NULL","tt16997558"
"Kin Wah Chew","NULL","['Reparto', 'Producción', 'Reparto']","['su papel en Cek Toko Sebelah', 'My Stupid Boss', 'One Two Jaga']","NULL","tt16997558"
"Coby Chong","NULL","['Reparto', 'Reparto']","['su papel en The Cage', 'The Assistant', 'Fen bei ren sheng']","NULL","tt16997558"
"Gavin Yap","NULL","['Reparto', 'Equipos adicionales', 'Dirección']","['su papel en Revenge of the Pontianak', 'KL24: Zombies', 'Invisible Stories']","NULL","tt16997558"
"Tony Eusoff","NULL","['Reparto', 'Banda sonora', 'Reparto']","['su papel en Sepi', 'W: Two Worlds (Malaysia', 'Pecah']","NULL","tt16997558"
"Di Bei","NULL","['Reparto', 'Guion', 'Reparto']","NULL","NULL","tt15352040"
"Paige Harwood","NULL","['Dirección', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']","['su papel en The Chinese Tourist', 'Stockton to Table Rock', 'Letting Loose the Hounds']","NULL","tt15352040"
"Ryan Uria","NULL","['Reparto', 'Dirección', 'Guion']","['su papel en The List: Rienda suelta', 'Love Dogs y The Chinese Tourist']","NULL","tt15352040"
"Janet Lo","NULL","['Reparto', 'Reparto']","['su papel en El diario de los muertos', 'Todo por un sueño', 'MADtv']","NULL","tt15352040"
"Richard Klautsch","NULL","['Reparto', 'Reparto']","['su papel en Making Sense', 'The Chinese Tourist', 'Not This Part of the World']","NULL","tt15352040"
"Yao Yin","NULL","['Reparto', 'Reparto']","['su papel en The Chinese Tourist']","NULL","tt15352040"
"Yolanda Wong","NULL","['Reparto', 'Reparto']","['su papel en The Chinese Tourist']","NULL","tt15352040"
"Willow Hale","1951","['Reparto', 'Guion', 'Producción']","['Agentes de S']","['Adult Video News Awards 2012 Nominado AVN Award Best Non-Sex Performance Beverly Hillbillies XXX: A XXX Parody', 'Best Shorts Competition 2015 Ganador Award of Merit Supporting Actress The Sins of The...', 'Connect Film Festival, AUS 2016 Nominado Jury Prize Best Ensemble Acting Award Thank You Lisa Compartido con: Marthe Einseth · Tamar Kummel 2016 Ganador Jury Prize Bechdel Award for Storytelling Thank You Lisa Compartido con: Marthe Einseth · Tamar Kummel · Roy Arwas', 'FANtastic Horror Film Festival, San Diego 2016 Nominado FANtastic Award Best Supporting Actress in a Feature Film Betrothed', 'IndieFEST Film Awards 2018 Ganador Award of Recognition Actress: Leading The Ones 2011 Ganador Award of Excellence Supporting Actress Love Carries 2011 Ganador Award of Excellence Best Supporting Actress Love Carries 2011 Ganador Award of Merit Original Song Love Carries Your Love Will Carry You Through (song title)']","tt15352040"
"John Rowe Jr.","NULL","['Reparto', 'Reparto']","['su papel en Seis grados de separación', 'Puppet', 'Some Fish Can Fly']","NULL","tt15352040"
"Michael Madsen","1957","['Reparto', 'Producción', 'Guion']","['Reservoir Dogs', 'Kill Bill: Volumen 1', 'Donnie Brasco']","['Hollywood Film Awards 2015 Ganador Hollywood Film Award Ensemble of the Year Los odiosos ocho Compartido con: Samuel L. Jackson · Kurt Russell · Jennifer Jason Leigh · Walton Goggins · Demián Bichir · Tim Roth · · ·', 'New York International Independent Film & Video Festival 2008 Ganador Feature Film Award Best Actor Strength and Honour', 'Temecula Valley International Film Festival 2007 Ganador Career Achievement Award', 'Boston Film Festival 2007 Ganador Festival Prize Best Actor Strength and Honour', 'Mount Shasta International Film Festival 2008 Ganador Jury Award Best Actor in a Feature Strength and Honour']","tt1891970"
"Stephen Cloud","NULL","['Reparto', 'Reparto']","['su papel en Days of Our Lives', 'Victory by Submission', 'Beyond the Trophy']","NULL","tt1891970"
"Michael Masini","NULL","['Reparto', 'Reparto']","['su papel en Beyond the Trophy', 'Franklin y Bash', 'Inside the American Mob']","NULL","tt1891970"
"Robert Miano","1942","['Reparto', 'Producción', 'Guion']","['Fast & Furious: Aún más rápido', 'Un perdedor con suerte', 'Donnie Brasco']","['ITN Distribution Film Festival 2014 Ganador Festival Award Life Time Achievement Award', 'Golden Door International Film Festival of Jersey City 2014 Nominado Festival Award Best Supporting Actor in a Feature Broken Blood', ""Anatomy Crime and Horror Film Festival 2020 Ganador Festival Award People's Choice Best Actor The Deep Ones Compartido con: Johann Urb"", 'Wildsound Feedback Writing and Film Festival 2022 Ganador Best Performance Award Best Performances The Samaritan Compartido con: Andrew Onochie · Devon Stewart · John Tague · Brett Wagner · Antonio D. Charity · Darren Mangler · · · · · · ·', 'Hollywood Horrorfest 2019 Ganador Festival Award Best Actor Exorcism at 60,000 Feet']","tt1891970"
"Brooke Newton","NULL","['Reparto', 'Producción', 'Sonido']","['La casa de papel', 'Lupin', 'Ray Donovan']","NULL","tt1891970"
"Eric Roberts","1956","['Reparto', 'Producción', 'Banda sonora']","['El tren del infierno', 'Puro vicio', 'El caballero oscuro']","['Academy Awards, USA 1986 Nominado Oscar Best Actor in a Supporting Role El tren del infierno', 'Bare Bones International Film & Music Festival 2013 Nominado Bonehead Award Best Actor So This Is Christmas', 'Boston Society of Film Critics Awards 1984 Ganador BSFC Award Best Actor Star 80', 'Golden Globes, USA 1986 Nominado Golden Globe Best Performance by an Actor in a Supporting Role in a Motion Picture El tren del infierno 1984 Nominado Golden Globe Best Performance by an Actor in a Motion Picture - Drama Star 80 1979 Nominado Golden Globe Best Motion Picture Acting Debut - Male Estirpe indomable', 'Satellite Awards 2003 Ganador Golden Satellite Award Best Actor in a Supporting Role in a Series, Comedy or Musical Como la vida misma 1997 Nominado Golden Satellite Award Best Actor in a Miniseries or a Motion Picture Made for Television A sangre fría']","tt1891970"
